cluster_name,theory_id,theory_name,paper_title,doi
"Inflammaging Theory",T023394,"Inflammaging Theory","Gut Dysbiosis and Muscle Aging: Searching for Novel Targets against Sarcopenia.",10.1155/2018/7026198
"Inflammaging Theory",T023564,"Inflammaging theory","Inflammation in Development and Aging: Insights from the Zebrafish Model.",10.3390/ijms25042145
"Inflammaging Theory",T023588,"Inflammageing and Immuno-senescence Theory of Accelerated Aging","Formerly bile-farmed bears as a model of accelerated ageing.",10.1038/s41598-023-36447-z
"Inflammaging Theory",T023594,"Inflammaging theory","The Drosophila cytokine; GBP: A model that illuminates the yin-yang of inflammation and longevity in humans?",10.1016/j.cyto.2018.02.016
"Inflammaging Theory",T023618,"Inflammaging theory","Periodontal disease as a model to study chronic inflammation in aging.",10.1007/s11357-023-00835-0
"Inflammaging Theory",T023772,"Inflammaging theory","Combined Antioxidant; Anti-inflammaging and Mesenchymal Stem Cell Treatment: A Possible Therapeutic Direction in Elderly Patients with Chronic Obstructive Pulmonary Disease.",10.14336/AD.2019.0508
"Inflammaging Theory",T023782,"Inflammaging as a conserved causal mechanism of aging","Shared Transcriptomic Signatures of Inflammaging Among Diverse Strains of Drosophila melanogaster.",10.21203/rs.3.rs-4146509/v1
"Inflammaging Theory",T023801,"Inflammageing Theory","Inflammageing and Cardiovascular System: Focus on Cardiokines and Cardiac-Specific Biomarkers.",10.3390/ijms24010844
"Inflammaging Theory",T024011,"Inflammation-driven aging theory (Inflammaging)","Inflammatory mediators in the elderly.",10.1016/j.exger.2004.01.009
"Inflammaging Theory",T024672,"Inflammation-driven aging and antagonistic pleiotropy theory","Aging and inflammation in two epidemiological worlds.",10.1093/gerona/63.2.196
"Inflammaging Theory",T024938,"Inflammageing theory","Inflammageing; a targetable pathway for preventing cardiovascular diseases.",10.1093/cvr/cvae240
"Inflammaging Theory",T024943,"Inflammaging Theory","Inflammation and Vascular Ageing: From Telomeres to Novel Emerging Mechanisms.",10.1007/s40292-019-00331-7
"Inflammaging Theory",T025104,"Inflammaging theory","Inflammaging and Oxidative Stress in Human Diseases: From Molecular Mechanisms to Novel Treatments.",10.3390/ijms20184472
"Inflammaging Theory",T025242,"Oxidative Stress and Inflammation Theory of Cardiovascular Aging","Anti-inflammatory effects of resveratrol: possible role in prevention of age-related cardiovascular disease.",10.1111/j.1749-6632.2010.05848.x
"Inflammaging Theory",T025316,"Inflammageing theory","Inflammageing and metaflammation: The yin and yang of type 2 diabetes.",10.1016/j.arr.2017.10.003
"Inflammaging Theory",T025549,"Inflammaging theory","Glycobiology of Aging.",10.1007/978-981-13-2835-0_17
"Inflammaging Theory",T025647,"Inflammaging theory linked to altered N-glycosylation of IgG","N-glycomic biomarkers of biological aging and longevity: a link with inflammaging.",10.1016/j.arr.2012.02.002
"Inflammaging Theory",T025922,"Inflamm-ageing theory","Inflammation markers predicting frailty and mortality in the elderly.",10.1016/j.yexmp.2005.11.004
"Inflammaging Theory",T025969,"Inflammaging theory","Cold-inflammaging: When a state of homeostatic-imbalance associated with aging precedes the low-grade pro-inflammatory-state (inflammaging): Meaning; evolution; inflammaging phenotypes.",10.1111/1440-1681.13686
"Inflammaging Theory",T025981,"Inflammaging theory","Sex/gender-related differences in inflammaging.",10.1016/j.mad.2023.111792
"Inflammaging Theory",T026218,"Inflammaging theory","Inflammaging as a target for healthy ageing.",10.1093/ageing/afac328
"Inflammaging Theory",T026227,"Inflammaging theory","Nonuniversality of inflammaging across human populations.",10.1038/s43587-025-00888-0
"Inflammaging Theory",T026233,"Inflamm-aging as a context-dependent eco-evolutionary process","Inflamm-aging as a diverse and context-dependent process: from species and population differences to individual trajectories.",10.1016/j.arr.2025.102880
"Inflammaging Theory",T026350,"Inflammaging theory","Long-COVID-19 autonomic dysfunction: An integrated view in the framework of inflammaging.",10.1016/j.mad.2024.111915
"Inflammaging Theory",T026394,"Inflammaging theory","Insights and Interventions in Age-Associated Inflammation.",10.1016/j.gde.2024.102306
"Inflammaging Theory",T026423,"Inflammaging theory","Inflammation; Oxidative Stress; Vascular Aging and Atherosclerotic Ischemic Stroke.",10.2174/0929867328666210921161711
"Inflammaging Theory",T026436,"Inflammaging theory","Inflammaging in domestic dogs: basal level concentrations of IL-6; IL-1β; and TNF-α in serum of healthy dogs of different body sizes and ages.",10.1007/s10522-023-10037-y
"Inflammaging Theory",T026746,"Inflammaging theory","Improving intestinal inflammaging to delay aging? A new perspective.",10.1016/j.mad.2023.111841
"Inflammaging Theory",T026753,"Inflammaging theory","Molecular and cognitive signatures of ageing partially restored through synthetic delivery of IL2 to the brain",10.21203/rs.3.rs-1414437/v1
"Klotho Deficiency Theory",T017073,"Klotho-Wnt Signaling Antagonism Theory of Aging","Augmented Wnt signaling in a mammalian model of accelerated aging.",10.1126/science.1143578
"Klotho Deficiency Theory",T018120,"Klotho as an anti-aging gene theory","Current understanding of klotho.",10.1016/j.arr.2008.10.002
"Klotho Deficiency Theory",T018952,"Alpha-Klotho Deficiency as a Causal Driver of Systemic Aging","Klotho protein deficiency and aging.",10.1111/j.1447-0594.2010.00596.x
"Klotho Deficiency Theory",T018964,"Klotho deficiency-induced aging theory","Klotho; stem cells; and aging.",10.2147/CIA.S84978
"Klotho Deficiency Theory",T019104,"Klotho-FGF23 Bone-Kidney Endocrine Axis Theory of Aging","Klotho.",10.1007/s00424-009-0722-7
"Klotho Deficiency Theory",T019130,"α-Klotho decline-driven mitochondrial dysfunction theory of aging muscle regeneration","Age-related declines in α-Klotho drive progenitor cell mitochondrial dysfunction and impaired muscle regeneration.",10.1038/s41467-018-07253-3
"Klotho Deficiency Theory",T019173,"Klotho deficiency as a causal driver of systemic aging","Loss of αklotho causes reduced motor ability and short lifespan in zebrafish.",10.1038/s41598-021-93909-y
"Klotho Deficiency Theory",T019562,"Klotho antiaging theory","Klotho: an antiaging protein involved in mineral and vitamin D metabolism.",10.1038/sj.ki.5002163
"Klotho Deficiency Theory",T019776,"Klotho-mediated aging suppression theory","Molecular basis of Klotho: from gene to function in aging.",10.1210/er.2013-1079
"Klotho Deficiency Theory",T019927,"Klotho protein aging regulation theory","The secreted Klotho protein restores phosphate retention and suppresses accelerated aging in Klotho mutant mice.",10.1016/j.ejphar.2012.09.032
"Klotho Deficiency Theory",T019976,"Klotho-mediated aging suppression theory","Intracellular signaling of the aging suppressor protein Klotho.",10.2174/1566524015666150114111258
"Klotho Deficiency Theory",T020090,"aKlotho/FGF23 Hormonal Regulation Theory of Aging and Vascular Calcification","αKlotho Regulates Age-Associated Vascular Calcification and Lifespan in Zebrafish.",10.1016/j.celrep.2019.08.013
"Klotho Deficiency Theory",T020452,"Klotho as an aging-suppressor gene regulating aging via modulation of oxidative stress and growth factor signaling","Klotho as a regulator of oxidative stress and senescence.",10.1515/BC.2008.028
"Klotho Deficiency Theory",T020489,"Klotho (KL) protein as a multifactorial anti-aging mechanism","Long-term effects of s-KL treatment in wild-type mice: Enhancing longevity; physical well-being; and neurological resilience.",10.1016/j.ymthe.2025.02.030
"Klotho Deficiency Theory",T020545,"Klotho-mediated anti-aging theory","Significance of the anti-aging protein Klotho.",10.3109/09687688.2013.837518
"Life History Theory",T002208,"Life History Theory","Human growth: evolutionary and life history perspectives.",10.1159/000342572
"Life History Theory",T002534,"Life History Theory of Accelerated Development","Biological aging in childhood and adolescence following experiences of threat and deprivation: A systematic review and meta-analysis.",10.1037/bul0000270
"Life History Theory",T002701,"Life History Theory of Aging","Experimental Life History Evolution Results in Sex-specific Evolution of Gene Expression in Seed Beetles.",10.1093/gbe/evac177
"Life History Theory",T002985,"Terminal Investment Hypothesis","Ant queens increase their reproductive efforts after pathogen infection.",10.1098/rsos.170547
"Life History Theory",T003511,"Life-History Theory of Survival-Reproduction Trade-Offs","Live fast; don't die young: Survival-reproduction trade-offs in long-lived income breeders.",10.1111/1365-2656.12957
"Life History Theory",T003932,"Life History Theory as a Driver of Placental Morphological Evolution","Diversification of the eutherian placenta is associated with changes in the pace of life.",10.1073/pnas.1305018110
"Life History Theory",T003977,"Life History Theory of Male Reproductive Ecology","Reproductive ecology and life history of the human male.",10.1002/ajpa.10025
"Life History Theory",T004085,"Life History Theory of Aging","Birth outcomes; puberty onset; and obesity as long-term predictors of biological aging in young adulthood.",10.3389/fnut.2022.1100237
"Life History Theory",T004275,"Terminal allocation hypothesis in hibernators","Effects of aging on timing of hibernation and reproduction.",10.1038/s41598-018-32311-7
"Life History Theory",T004481,"Life History Theory of Aging","Impaired perinatal growth and longevity: a life history perspective.",10.1155/2009/608740
"Life History Theory",T004496,"Terminal Investment Theory",""Terminal investment" and a sexual conflict in the Collared Flycatcher (Ficedula albicollis).",10.1086/285445
"Life History Theory",T004877,"Life-History Theory of Aging","Is group size related to longevity in mammals?",10.1098/rsbl.2010.0348
"Life History Theory",T005249,"Life History Theory of Aging and Longevity","A unique life history among tetrapods: an annual chameleon living mostly as an egg.",10.1073/pnas.0802468105
"Membrane Theory",T007643,"Membrane hypothesis of cellular aging","The role of membrane structure and function in cellular aging: a review.",10.1016/0047-6374(79)90102-7
"Membrane Theory",T007737,"Membrane Hypothesis of Aging (MHA)","Pharmacological interventions against aging through the cell plasma membrane: a review of the experimental results obtained in animals and humans.",10.1111/j.1749-6632.2002.tb02102.x
"Membrane Theory",T007864,"Membrane Hypothesis of Aging (MHA)","On the role of intracellular physicochemistry in quantitative gene expression during aging and the effect of centrophenoxine. A review.",10.1016/0167-4943(89)90042-3
"Membrane Theory",T007928,"Membrane Hypothesis of Cellular Aging","Effects of centrophenoxine on the monovalent electrolyte contents of the large brain cortical cells of old rats.",10.1159/000212326
"Membrane Theory",T007975,"Membrane Hypothesis of Aging (MHA)","Aging of cell membranes: facts and theories.",10.1159/000358900
"Membrane Theory",T007977,"Membrane hypothesis of aging","Alterations in the molecular weight distribution of proteins in rat brain synaptosomes during aging and centrophenoxine treatment of old rats.",10.1016/0047-6374(84)90017-4
"Membrane Theory",T008026,"Membrane hypothesis of aging","Verification of the membrane hypothesis of aging on the identified giant neurons of the snail Lymnaea stagnalis L. (Gastropoda; Pulmonata) by a combined application of intracellular electrophysiology and X-ray microanalysis.",10.1016/0167-4943(85)90018-4
"Membrane Theory",T008065,"Membrane Hypothesis of Aging","Mitochondrial DNA deletions associated with aging and presbyacusis.",10.1001/archotol.1997.01900100009001
"Membrane Theory",T008124,"Membrane Hypothesis of Aging","Loss of water from heart muscle cells during aging of rats as measured by X-ray microanalysis.",10.1016/0167-4943(86)90030-0
"Membrane Theory",T008180,"Membrane hypothesis of ageing","In vivo effects of vitamin E deficiency on the intracellular monovalent electrolyte concentrations in brain and liver of rat. An energy dispersive X-ray microanalytic study.",10.1016/0047-6374(81)90093-2
"Membrane Theory",T008183,"Membrane Hypothesis of Aging","The effects of the molecular environment on the kinetics of catalase reaction and its relevance to cell aging.",10.1016/0167-4943(91)90061-t
"Membrane Theory",T008336,"Membrane Hypothesis of Aging (MHA)","Application of a molecular enzyme kinetic model for aging cells and tissues.",10.1016/0167-4943(89)90068-x
"Membrane Theory",T008447,"Membrane hypothesis of aging","Centrophenoxine increases the rates of total and mRNA synthesis in the brain cortex of old rats: an explanation of its action in terms of the membrane hypothesis of aging.",10.1016/0531-5565(84)90035-4
"Membrane Theory",T008539,"Membrane hypothesis of aging","A membrane hypothesis of aging.",10.1016/0022-5193(78)90230-8
